date,open,high,low,close,adjclose,volume
2001-05-02,1266.439941,1272.930054,1257.699951,1267.430054,1267.430054,1342200000
2001-05-03,1267.430054,1267.430054,1239.880005,1248.579956,1248.579956,1137900000
2001-05-04,1248.579956,1267.510010,1232.000000,1266.609985,1266.609985,1082100000
2001-05-07,1266.609985,1270.000000,1259.189941,1263.510010,1263.510010,949000000
2001-05-08,1266.709961,1267.010010,1253.000000,1261.199951,1261.199951,1006300000
2001-05-09,1261.199951,1261.650024,1247.829956,1255.540039,1255.540039,1132400000
2001-05-10,1255.540039,1268.140015,1254.560059,1255.180054,1255.180054,1056700000
2001-05-11,1255.180054,1259.839966,1240.790039,1245.670044,1245.670044,906200000
2001-05-14,1245.670044,1249.680054,1241.020020,1248.920044,1248.920044,858200000
2001-05-15,1248.920044,1257.449951,1245.359985,1249.439941,1249.439941,1071800000
2001-05-16,1249.439941,1286.390015,1243.020020,1284.989990,1284.989990,1405300000
2001-05-17,1284.989990,1296.479980,1282.650024,1288.489990,1288.489990,1355600000
2001-05-18,1288.489990,1292.060059,1281.150024,1291.959961,1291.959961,1130800000
2001-05-21,1291.959961,1312.949951,1287.869995,1312.829956,1312.829956,1174900000
2001-05-22,1312.829956,1315.930054,1306.890015,1309.380005,1309.380005,1260400000
2001-05-23,1309.380005,1309.380005,1288.699951,1289.050049,1289.050049,1134800000
2001-05-24,1289.050049,1295.040039,1281.219971,1293.170044,1293.170044,1100700000
2001-05-25,1293.170044,1293.170044,1276.420044,1277.890015,1277.890015,828100000
2001-05-29,1277.890015,1278.420044,1265.410034,1267.930054,1267.930054,1026000000
2001-05-30,1267.930054,1267.930054,1245.959961,1248.079956,1248.079956,1158600000
2001-05-31,1248.079956,1261.910034,1248.069946,1255.819946,1255.819946,1226600000
2001-06-01,1255.819946,1265.339966,1246.880005,1260.670044,1260.670044,1015000000
2001-06-04,1260.670044,1267.170044,1256.359985,1267.109985,1267.109985,836500000
2001-06-05,1267.109985,1286.619995,1267.109985,1283.569946,1283.569946,1116800000
2001-06-06,1283.569946,1283.849976,1269.010010,1270.030029,1270.030029,1061900000
2001-06-07,1270.030029,1277.079956,1265.079956,1276.959961,1276.959961,1089600000
2001-06-08,1276.959961,1277.109985,1259.989990,1264.959961,1264.959961,726200000
2001-06-11,1264.959961,1264.959961,1249.229980,1254.390015,1254.390015,870100000
2001-06-12,1254.390015,1261.000000,1235.750000,1255.849976,1255.849976,1136500000
2001-06-13,1255.849976,1259.750000,1241.589966,1241.599976,1241.599976,1063600000
2001-06-14,1241.599976,1241.599976,1218.900024,1219.869995,1219.869995,1242900000
2001-06-15,1219.869995,1221.500000,1203.030029,1214.359985,1214.359985,1635550000
2001-06-18,1214.359985,1221.229980,1208.329956,1208.430054,1208.430054,1111600000
2001-06-19,1208.430054,1226.109985,1207.709961,1212.579956,1212.579956,1184900000
2001-06-20,1212.579956,1225.609985,1210.069946,1223.140015,1223.140015,1350100000
2001-06-21,1223.140015,1240.239990,1220.250000,1237.040039,1237.040039,1546820000
2001-06-22,1237.040039,1237.729980,1221.410034,1225.349976,1225.349976,1189200000
2001-06-25,1225.349976,1231.500000,1213.599976,1218.599976,1218.599976,1050100000
2001-06-26,1218.599976,1220.699951,1204.640015,1216.760010,1216.760010,1198900000
2001-06-27,1216.760010,1219.920044,1207.290039,1211.069946,1211.069946,1162100000
2001-06-28,1211.069946,1234.439941,1211.069946,1226.199951,1226.199951,1327300000
2001-06-29,1226.199951,1237.290039,1221.140015,1224.380005,1224.380005,1832360000
2001-07-02,1224.420044,1239.780029,1224.030029,1236.719971,1236.719971,1128300000
2001-07-03,1236.709961,1236.709961,1229.430054,1234.449951,1234.449951,622110000
2001-07-05,1234.449951,1234.449951,1219.150024,1219.239990,1219.239990,934900000
2001-07-06,1219.239990,1219.239990,1188.739990,1190.589966,1190.589966,1056700000
2001-07-09,1190.589966,1201.760010,1189.750000,1198.780029,1198.780029,1045700000
2001-07-10,1198.780029,1203.430054,1179.930054,1181.520020,1181.520020,1263800000
2001-07-11,1181.520020,1184.930054,1168.459961,1180.180054,1180.180054,1384100000
2001-07-12,1180.180054,1210.250000,1180.180054,1208.140015,1208.140015,1394000000
2001-07-13,1208.140015,1218.540039,1203.609985,1215.680054,1215.680054,1121700000
2001-07-16,1215.680054,1219.630005,1200.050049,1202.449951,1202.449951,1039800000
2001-07-17,1202.449951,1215.359985,1196.140015,1214.439941,1214.439941,1238100000
2001-07-18,1214.439941,1214.439941,1198.329956,1207.709961,1207.709961,1316300000
2001-07-19,1207.709961,1225.040039,1205.800049,1215.020020,1215.020020,1343500000
2001-07-20,1215.020020,1215.689941,1207.040039,1210.849976,1210.849976,1170900000
2001-07-23,1210.849976,1215.219971,1190.500000,1191.030029,1191.030029,986900000
2001-07-24,1191.030029,1191.030029,1165.540039,1171.650024,1171.650024,1198700000
2001-07-25,1171.650024,1190.520020,1171.280029,1190.489990,1190.489990,1280700000
2001-07-26,1190.489990,1204.180054,1182.650024,1202.930054,1202.930054,1213900000
2001-07-27,1202.930054,1209.260010,1195.989990,1205.819946,1205.819946,1015300000
2001-07-30,1205.819946,1209.050049,1200.410034,1204.520020,1204.520020,909100000
2001-07-31,1204.520020,1222.739990,1204.520020,1211.229980,1211.229980,1129200000
2001-08-01,1211.229980,1223.040039,1211.229980,1215.930054,1215.930054,1340300000
2001-08-02,1215.930054,1226.270020,1215.310059,1220.750000,1220.750000,1218300000
2001-08-03,1220.750000,1220.750000,1205.310059,1214.349976,1214.349976,939900000
2001-08-06,1214.349976,1214.349976,1197.349976,1200.479980,1200.479980,811700000
2001-08-07,1200.469971,1207.560059,1195.640015,1204.400024,1204.400024,1012000000
2001-08-08,1204.400024,1206.790039,1181.270020,1183.530029,1183.530029,1124600000
2001-08-09,1183.530029,1184.709961,1174.680054,1183.430054,1183.430054,1104200000
2001-08-10,1183.430054,1193.329956,1169.550049,1190.160034,1190.160034,960900000
2001-08-13,1190.160034,1193.819946,1185.119995,1191.290039,1191.290039,837600000
2001-08-14,1191.290039,1198.790039,1184.260010,1186.729980,1186.729980,964600000
2001-08-15,1186.729980,1191.209961,1177.609985,1178.020020,1178.020020,1065600000
2001-08-16,1178.020020,1181.800049,1166.079956,1181.660034,1181.660034,1055400000
2001-08-17,1181.660034,1181.660034,1156.069946,1161.969971,1161.969971,974300000
2001-08-20,1161.969971,1171.410034,1160.939941,1171.410034,1171.410034,897100000
2001-08-21,1171.410034,1179.849976,1156.560059,1157.260010,1157.260010,1041600000
2001-08-22,1157.260010,1168.560059,1153.339966,1165.310059,1165.310059,1110800000
2001-08-23,1165.310059,1169.859985,1160.959961,1162.089966,1162.089966,986200000
2001-08-24,1162.089966,1185.150024,1162.089966,1184.930054,1184.930054,1043600000
2001-08-27,1184.930054,1186.849976,1178.069946,1179.209961,1179.209961,842600000
2001-08-28,1179.209961,1179.660034,1161.170044,1161.510010,1161.510010,987100000
2001-08-29,1161.510010,1166.969971,1147.380005,1148.560059,1148.560059,963700000
2001-08-30,1148.599976,1151.750000,1124.869995,1129.030029,1129.030029,1157000000
2001-08-31,1129.030029,1141.829956,1126.380005,1133.579956,1133.579956,920100000
2001-09-04,1133.579956,1155.400024,1129.060059,1132.939941,1132.939941,1178300000
2001-09-05,1132.939941,1135.520020,1114.859985,1131.739990,1131.739990,1384500000
2001-09-06,1131.739990,1131.739990,1105.829956,1106.400024,1106.400024,1359700000
2001-09-07,1106.400024,1106.400024,1082.119995,1085.780029,1085.780029,1424300000
2001-09-10,1085.780029,1096.939941,1073.150024,1092.540039,1092.540039,1276600000
2001-09-17,1092.540039,1092.540039,1037.459961,1038.770020,1038.770020,2330830000
2001-09-18,1038.770020,1046.420044,1029.250000,1032.739990,1032.739990,1650410000
2001-09-19,1032.739990,1038.910034,984.619995,1016.099976,1016.099976,2120550000
2001-09-20,1016.099976,1016.099976,984.489990,984.539978,984.539978,2004800000
2001-09-21,984.539978,984.539978,944.750000,965.799988,965.799988,2317300000
2001-09-24,965.799988,1008.440002,965.799988,1003.450012,1003.450012,1746600000
2001-09-25,1003.450012,1017.140015,998.330017,1012.270020,1012.270020,1613800000
2001-09-26,1012.270020,1020.289978,1002.619995,1007.039978,1007.039978,1519100000
2001-09-27,1007.039978,1018.919983,998.239990,1018.609985,1018.609985,1467000000
2001-09-28,1018.609985,1040.939941,1018.609985,1040.939941,1040.939941,1631500000
2001-10-01,1040.939941,1040.939941,1026.760010,1038.550049,1038.550049,1175600000
2001-10-02,1038.550049,1051.329956,1034.469971,1051.329956,1051.329956,1289800000
2001-10-03,1051.329956,1075.380005,1041.479980,1072.280029,1072.280029,1650600000
2001-10-04,1072.280029,1084.119995,1067.819946,1069.630005,1069.630005,1609100000
2001-10-05,1069.619995,1072.349976,1053.500000,1071.380005,1071.380005,1301700000
2001-10-08,1071.369995,1071.369995,1056.880005,1062.439941,1062.439941,979000000
2001-10-09,1062.439941,1063.369995,1053.829956,1056.750000,1056.750000,1227800000
2001-10-10,1056.750000,1081.619995,1052.760010,1080.989990,1080.989990,1312400000
2001-10-11,1080.989990,1099.160034,1080.989990,1097.430054,1097.430054,1704580000
2001-10-12,1097.430054,1097.430054,1072.150024,1091.650024,1091.650024,1331400000
2001-10-15,1091.650024,1091.650024,1078.189941,1089.979980,1089.979980,1024700000
2001-10-16,1089.979980,1101.660034,1087.130005,1097.540039,1097.540039,1210500000
2001-10-17,1097.540039,1107.119995,1076.569946,1077.089966,1077.089966,1452200000
2001-10-18,1077.089966,1077.939941,1064.540039,1068.609985,1068.609985,1262900000
2001-10-19,1068.609985,1075.520020,1057.239990,1073.479980,1073.479980,1294900000
2001-10-22,1073.479980,1090.569946,1070.790039,1089.900024,1089.900024,1105700000
2001-10-23,1089.900024,1098.989990,1081.530029,1084.780029,1084.780029,1317300000
2001-10-24,1084.780029,1090.260010,1079.979980,1085.199951,1085.199951,1336200000
2001-10-25,1085.199951,1100.089966,1065.640015,1100.089966,1100.089966,1364400000
2001-10-26,1100.089966,1110.609985,1094.239990,1104.609985,1104.609985,1244500000
2001-10-29,1104.609985,1104.609985,1078.300049,1078.300049,1078.300049,1106100000
2001-10-30,1078.300049,1078.300049,1053.609985,1059.790039,1059.790039,1297400000
2001-10-31,1059.790039,1074.790039,1057.550049,1059.780029,1059.780029,1352500000
2001-11-01,1059.780029,1085.609985,1054.310059,1084.099976,1084.099976,1317400000
2001-11-02,1084.099976,1089.630005,1075.579956,1087.199951,1087.199951,1121900000
2001-11-05,1087.199951,1106.719971,1087.199951,1102.839966,1102.839966,1267700000
2001-11-06,1102.839966,1119.729980,1095.359985,1118.859985,1118.859985,1356000000
2001-11-07,1118.859985,1126.619995,1112.979980,1115.800049,1115.800049,1411300000
2001-11-08,1115.800049,1135.750000,1115.420044,1118.540039,1118.540039,1517500000
2001-11-09,1118.540039,1123.020020,1111.130005,1120.310059,1120.310059,1093800000
2001-11-12,1120.310059,1121.709961,1098.319946,1118.329956,1118.329956,991600000
2001-11-13,1118.329956,1139.140015,1118.329956,1139.089966,1139.089966,1370100000
2001-11-14,1139.089966,1148.280029,1132.869995,1141.209961,1141.209961,1443400000
2001-11-15,1141.209961,1146.459961,1135.060059,1142.239990,1142.239990,1454500000
2001-11-16,1142.239990,1143.520020,1129.920044,1138.650024,1138.650024,1337400000
2001-11-19,1138.650024,1151.060059,1138.650024,1151.060059,1151.060059,1316800000
2001-11-20,1151.060059,1152.449951,1142.170044,1142.660034,1142.660034,1330200000
2001-11-21,1142.660034,1142.660034,1129.780029,1137.030029,1137.030029,1029300000
2001-11-23,1137.030029,1151.050049,1135.900024,1150.339966,1150.339966,410300000
2001-11-26,1150.339966,1157.880005,1146.170044,1157.420044,1157.420044,1129800000
2001-11-27,1157.420044,1163.380005,1140.810059,1149.500000,1149.500000,1288000000
2001-11-28,1149.500000,1149.500000,1128.290039,1128.520020,1128.520020,1423700000
2001-11-29,1128.520020,1140.400024,1125.510010,1140.199951,1140.199951,1375700000
2001-11-30,1140.199951,1143.569946,1135.890015,1139.449951,1139.449951,1343600000
2001-12-03,1139.449951,1139.449951,1125.780029,1129.900024,1129.900024,1202900000
2001-12-04,1129.900024,1144.800049,1128.859985,1144.800049,1144.800049,1318500000
2001-12-05,1143.770020,1173.619995,1143.770020,1170.349976,1170.349976,1765300000
2001-12-06,1170.349976,1173.349976,1164.430054,1167.099976,1167.099976,1487900000
2001-12-07,1167.099976,1167.099976,1152.660034,1158.310059,1158.310059,1248200000
2001-12-10,1158.310059,1158.310059,1139.660034,1139.930054,1139.930054,1218700000
2001-12-11,1139.930054,1150.890015,1134.319946,1136.760010,1136.760010,1367200000
2001-12-12,1136.760010,1141.579956,1126.010010,1137.069946,1137.069946,1449700000
2001-12-13,1137.069946,1137.069946,1117.849976,1119.380005,1119.380005,1511500000
2001-12-14,1119.380005,1128.280029,1114.530029,1123.089966,1123.089966,1306800000
2001-12-17,1123.089966,1137.300049,1122.660034,1134.359985,1134.359985,1260400000
2001-12-18,1134.359985,1145.099976,1134.359985,1142.920044,1142.920044,1354000000
2001-12-19,1142.920044,1152.439941,1134.750000,1149.560059,1149.560059,1484900000
2001-12-20,1149.560059,1151.420044,1139.930054,1139.930054,1139.930054,1490500000
2001-12-21,1139.930054,1147.459961,1139.930054,1144.890015,1144.890015,1694000000
2001-12-24,1144.890015,1147.829956,1144.619995,1144.650024,1144.650024,439670000
2001-12-26,1144.650024,1159.180054,1144.650024,1149.369995,1149.369995,791100000
2001-12-27,1149.369995,1157.130005,1149.369995,1157.130005,1157.130005,876300000
2001-12-28,1157.130005,1164.640015,1157.130005,1161.020020,1161.020020,917400000
2001-12-31,1161.020020,1161.160034,1148.040039,1148.079956,1148.079956,943600000
2002-01-02,1148.079956,1154.670044,1136.229980,1154.670044,1154.670044,1171000000
2002-01-03,1154.670044,1165.270020,1154.010010,1165.270020,1165.270020,1398900000
2002-01-04,1165.270020,1176.550049,1163.420044,1172.510010,1172.510010,1513000000
2002-01-07,1172.510010,1176.969971,1163.550049,1164.890015,1164.890015,1308300000
2002-01-08,1164.890015,1167.599976,1157.459961,1160.709961,1160.709961,1258800000
2002-01-09,1160.709961,1174.260010,1151.890015,1155.140015,1155.140015,1452000000
2002-01-10,1155.140015,1159.930054,1150.849976,1156.550049,1156.550049,1299000000
2002-01-11,1156.550049,1159.410034,1145.449951,1145.599976,1145.599976,1211900000
2002-01-14,1145.599976,1145.599976,1138.150024,1138.410034,1138.410034,1286400000
2002-01-15,1138.410034,1148.810059,1136.880005,1146.189941,1146.189941,1386900000
2002-01-16,1146.189941,1146.189941,1127.489990,1127.569946,1127.569946,1482500000
2002-01-17,1127.569946,1139.270020,1127.569946,1138.880005,1138.880005,1380100000
2002-01-18,1138.880005,1138.880005,1124.449951,1127.579956,1127.579956,1333300000
2002-01-22,1127.579956,1135.260010,1117.910034,1119.310059,1119.310059,1311600000
2002-01-23,1119.310059,1131.939941,1117.430054,1128.180054,1128.180054,1479200000
2002-01-24,1128.180054,1139.500000,1128.180054,1132.150024,1132.150024,1552800000
2002-01-25,1132.150024,1138.310059,1127.819946,1133.280029,1133.280029,1345100000
2002-01-28,1133.280029,1138.630005,1126.660034,1133.060059,1133.060059,1186800000
2002-01-29,1133.060059,1137.469971,1098.739990,1100.640015,1100.640015,1812000000
2002-01-30,1100.640015,1113.790039,1081.660034,1113.569946,1113.569946,2019600000
2002-01-31,1113.569946,1130.209961,1113.300049,1130.199951,1130.199951,1557000000
2002-02-01,1130.199951,1130.199951,1118.510010,1122.199951,1122.199951,1367200000
2002-02-04,1122.199951,1122.199951,1092.250000,1094.439941,1094.439941,1437600000
2002-02-05,1094.439941,1100.959961,1082.579956,1090.020020,1090.020020,1778300000
2002-02-06,1090.020020,1093.579956,1077.780029,1083.510010,1083.510010,1665800000
2002-02-07,1083.510010,1094.030029,1078.439941,1080.170044,1080.170044,1441600000
2002-02-08,1080.170044,1096.300049,1079.910034,1096.219971,1096.219971,1371900000
2002-02-11,1096.219971,1112.010010,1094.680054,1111.939941,1111.939941,1159400000
2002-02-12,1111.939941,1112.680054,1102.979980,1107.500000,1107.500000,1094200000
2002-02-13,1107.500000,1120.560059,1107.500000,1118.510010,1118.510010,1215900000
2002-02-14,1118.510010,1124.719971,1112.300049,1116.479980,1116.479980,1272500000
2002-02-15,1116.479980,1117.089966,1103.229980,1104.180054,1104.180054,1359200000
2002-02-19,1104.180054,1104.180054,1082.239990,1083.339966,1083.339966,1189900000
2002-02-20,1083.339966,1098.319946,1074.359985,1097.979980,1097.979980,1438900000
2002-02-21,1097.979980,1101.500000,1080.239990,1080.949951,1080.949951,1381600000
2002-02-22,1080.949951,1093.930054,1074.390015,1089.839966,1089.839966,1411000000
2002-02-25,1089.839966,1112.709961,1089.839966,1109.430054,1109.430054,1367400000
2002-02-26,1109.430054,1115.050049,1101.719971,1109.380005,1109.380005,1309200000
2002-02-27,1109.380005,1123.060059,1102.260010,1109.890015,1109.890015,1393800000
2002-02-28,1109.890015,1121.569946,1106.729980,1106.729980,1106.729980,1392200000
2002-03-01,1106.729980,1131.790039,1106.729980,1131.780029,1131.780029,1456500000
2002-03-04,1131.780029,1153.839966,1130.930054,1153.839966,1153.839966,1594300000
2002-03-05,1153.839966,1157.739990,1144.780029,1146.140015,1146.140015,1549300000
2002-03-06,1146.140015,1165.290039,1145.109985,1162.770020,1162.770020,1541300000
2002-03-07,1162.770020,1167.939941,1150.689941,1157.540039,1157.540039,1517400000
2002-03-08,1157.540039,1172.760010,1157.540039,1164.310059,1164.310059,1412000000
2002-03-11,1164.310059,1173.030029,1159.579956,1168.260010,1168.260010,1210200000
2002-03-12,1168.260010,1168.260010,1154.339966,1165.579956,1165.579956,1304400000
2002-03-13,1165.579956,1165.579956,1151.010010,1154.089966,1154.089966,1354000000
2002-03-14,1154.089966,1157.829956,1151.079956,1153.040039,1153.040039,1208800000
2002-03-15,1153.040039,1166.479980,1153.040039,1166.160034,1166.160034,1493900000
